Spec,SubRelease,photon-3.0,photon-4.0,photon-5.0,photon-6.0,photon-common,photon-dev,photon-master,photon-main
python-requests-unixsocket.spec,90,,,0.3.0-4.1.1,,,,,
python-requests-unixsocket.spec,91,,,,,,,,0.3.0-4.1
python-requests.spec,,2.24.0-2,2.26.0-6,2.28.1-11,2.28.1-8,,2.28.1-3,2.28.1-3,2.28.1-10
python-requests.spec,90,,,2.28.1-8.3.1,,,,,
python-requests.spec,91,,,,,,,,2.28.1-8.3
python-resolvelib.spec,,0.5.5-1,0.5.5-1,0.8.1-4,0.8.1-2,,0.8.1-1,0.8.1-1,0.8.1-3
python-resolvelib.spec,90,,,0.8.1-2.1.1,,,,,
python-resolvelib.spec,91,,,,,,,,0.8.1-2.1
python-rsa.spec,,,,4.9-4,4.9-2,,4.9-1,4.9-1,4.9-3
python-rsa.spec,90,,,4.9-2.1.1,,,,,
python-rsa.spec,91,,,,,,,,4.9-2.1
python-ruamel-yaml.spec,,0.16.12-1,0.16.12-2,0.19.1-3,0.17.21-3,,0.17.21-1,0.17.21-1,0.19.1-2
python-ruamel-yaml.spec,90,,,0.17.21-3.2.1,,,,,
python-ruamel-yaml.spec,91,,,,,,,,0.17.21-3.2
python-s3transfer.spec,,,0.3.7-2,0.6.0-5,0.6.0-3,,0.6.0-2,0.6.0-2,0.6.0-4
python-s3transfer.spec,90,,,0.6.0-3.1.1,,,,,
python-s3transfer.spec,91,,,,,,,,0.6.0-3.1
python-schedutils.spec,,0.6-1,0.6-3,0.6-6,0.6-4,,0.6-3,0.6-3,0.6-5
python-schedutils.spec,90,,,0.6-4.1.1,,,,,
python-schedutils.spec,91,,,,,,,,0.6-4.1
python-scp.spec,,0.13.2-1,0.13.3-2,0.14.4-4,0.14.4-2,,0.14.4-1,0.14.4-1,0.14.4-3
python-scp.spec,90,,,0.14.4-2.1.1,,,,,
python-scp.spec,91,,,,,,,,0.14.4-2.1
python-scramp.spec,,,,1.4.6-4,1.4.6-1,,,,1.4.6-2
python-scramp.spec,90,,,1.4.6-1.2.1,,,,,
python-scramp.spec,91,,,,,,,,1.4.6-1.2
python-semantic-version.spec,,,2.10.0-1,2.10.0-4,2.10.0-2,,2.10.0-1,2.10.0-1,2.10.0-3
python-semantic-version.spec,90,,,2.10.0-2.1.1,,,,,
python-semantic-version.spec,91,,,,,,,,2.10.0-2.1
python-service_identity.spec,,18.1.0-1,18.1.0-5,21.1.0-5,21.1.0-3,,21.1.0-2,21.1.0-2,21.1.0-4
python-service_identity.spec,90,,,21.1.0-3.1.1,,,,,
python-service_identity.spec,91,,,,,,,,21.1.0-3.1
python-setproctitle.spec,,1.3.2-2,,,,,,,
python-setuptools_scm.spec,,3.1.0-1,4.1.2-3,9.2.2-2,7.0.5-2,,7.0.5-1,7.0.5-1,9.2.2-1
python-setuptools_scm.spec,90,,,7.0.5-2.1.1,,,,,
python-setuptools_scm.spec,91,,,,,,,,7.0.5-2.1
python-setuptools-rust.spec,,,1.5.2-2,1.12.0-2,1.5.2-3,,1.9.0-2,1.9.0-2,1.12.0-1
python-setuptools-rust.spec,90,,,1.5.2-3.1.1,,,,,
python-setuptools-rust.spec,91,,,,,,,,1.5.2-3.1
python-setuptools.spec,,40.2.0-2,,,,,,,
python-simplejson.spec,,3.16.1-1,3.17.2-2,,3.17.6-3,,3.17.6-2,3.17.6-2,
python-simplejson.spec,90,,,3.17.6-3.1.1,,,,,
python-simplejson.spec,91,,,,,,,,3.17.6-3.1
python-six.spec,,1.12.0-1,1.15.0-4,1.16.0-4,1.16.0-2,,1.16.0-2,1.16.0-2,1.16.0-3
python-six.spec,90,,,1.16.0-2.1.1,,,,,
python-six.spec,91,,,,,,,,1.16.0-2.1
python-snowballstemmer.spec,,1.2.1-2,2.0.0-2,2.2.0-4,2.2.0-2,,2.2.0-1,2.2.0-1,2.2.0-3
python-snowballstemmer.spec,90,,,2.2.0-2.1.1,,,,,
python-snowballstemmer.spec,91,,,,,,,,2.2.0-2.1
python-sortedcontainers.spec,,,2.2.2-2,2.4.0-4,2.4.0-2,,2.4.0-1,2.4.0-1,2.4.0-3
python-sortedcontainers.spec,90,,,2.4.0-2.1.1,,,,,
python-sortedcontainers.spec,91,,,,,,,,2.4.0-2.1
python-sphinx.spec,,1.7.9-1,5.1.1-1,9.1.0-2,5.1.1-5,,5.1.1-3,5.1.1-3,9.1.0-1
python-sphinx.spec,90,,,5.1.1-5.1.1,,,,,
python-sphinx.spec,91,,,,,,,,5.1.1-5.1
python-sphinxcontrib-applehelp.spec,,,1.0.2-3,2.0.0-2,1.0.2-4,,1.0.2-3,1.0.2-3,2.0.0-1
python-sphinxcontrib-applehelp.spec,90,,,1.0.2-4.1.1,,,,,
python-sphinxcontrib-applehelp.spec,91,,,,,,,,1.0.2-4.1
python-sphinxcontrib-devhelp.spec,,,1.0.2-3,2.0.0-2,1.0.2-4,,1.0.2-3,1.0.2-3,2.0.0-1
python-sphinxcontrib-devhelp.spec,90,,,1.0.2-4.1.1,,,,,
python-sphinxcontrib-devhelp.spec,91,,,,,,,,1.0.2-4.1
python-sphinxcontrib-htmlhelp.spec,,,2.0.0-1,2.1.0-2,2.0.0-4,,2.0.0-3,2.0.0-3,2.1.0-1
python-sphinxcontrib-htmlhelp.spec,90,,,2.0.0-4.1.1,,,,,
python-sphinxcontrib-htmlhelp.spec,91,,,,,,,,2.0.0-4.1
python-sphinxcontrib-jsmath.spec,,,1.0.1-3,1.0.1-6,1.0.1-4,,1.0.1-3,1.0.1-3,1.0.1-5
python-sphinxcontrib-jsmath.spec,90,,,1.0.1-4.1.1,,,,,
python-sphinxcontrib-jsmath.spec,91,,,,,,,,1.0.1-4.1
python-sphinxcontrib-qthelp.spec,,,1.0.3-3,2.0.0-2,1.0.3-4,,1.0.3-3,1.0.3-3,2.0.0-1
python-sphinxcontrib-qthelp.spec,90,,,1.0.3-4.1.1,,,,,
python-sphinxcontrib-qthelp.spec,91,,,,,,,,1.0.3-4.1
python-sphinxcontrib-serializinghtml.spec,,,1.1.5-1,2.0.0-2,1.1.5-3,,1.1.5-2,1.1.5-2,2.0.0-1
python-sphinxcontrib-serializinghtml.spec,90,,,1.1.5-3.1.1,,,,,
python-sphinxcontrib-serializinghtml.spec,91,,,,,,,,1.1.5-3.1
python-sqlalchemy.spec,,1.3.7-3,1.3.20-2,2.0.48-3,2.0.0-1,,1.4.40-2,1.4.40-2,2.0.48-2
python-sqlalchemy.spec,90,,,2.0.0-1.1.1,,,,,
python-sqlalchemy.spec,91,,,,,,,,2.0.0-1.1
python-stevedore.spec,,3.5.0-1,,,,,,,
python-subprocess32.spec,,3.5.2-2,,,,,,,
python-systemd.spec,,,235-1,235-4,235-2,,235-1,235-1,235-3
python-systemd.spec,90,,,235-2.1.1,,,,,
python-systemd.spec,91,,,,,,,,235-2.1
python-terminaltables.spec,,3.1.10-1,,3.1.0-4,3.1.0-2,,3.1.0-1,3.1.0-1,3.1.0-3
python-terminaltables.spec,90,,,3.1.0-2.1.1,,,,,
python-terminaltables.spec,91,,,,,,,,3.1.0-2.1
python-toml.spec,,,0.10.1-2,0.10.2-4,0.10.2-2,,0.10.2-1,0.10.2-1,0.10.2-3
python-toml.spec,90,,,0.10.2-2.1.1,,,,,
python-toml.spec,91,,,,,,,,0.10.2-2.1
python-tomli.spec,,,,2.4.0-2,,,2.0.1-1,2.0.1-1,2.4.0-1
python-tornado.spec,,,6.0.4-7,6.2-9,6.2-6,,6.2-2,6.2-2,6.2-8
python-tornado.spec,90,,,6.2-7.2.1,,,,,
python-tornado.spec,91,,,,,,,,6.2-7.2
python-Twisted.spec,,19.10.0-5,22.10.0-2,26.4.0-1,24.7.0-1,,22.10.0-3,22.10.0-3,24.7.0-3
python-Twisted.spec,90,,,24.7.0-1.1.1,,,,,
python-Twisted.spec,91,,,,,,,,24.7.0-1.1
python-typing-extensions.spec,,4.3.0-1,4.3.0-1,4.15.0-2,4.3.0-4,,4.3.0-3,4.3.0-3,4.15.0-1
python-typing-extensions.spec,90,,,4.3.0-4.1.1,,,,,
python-typing-extensions.spec,91,,,,,,,,4.3.0-4.1
python-typing.spec,,3.6.6-1,3.7.4.3-2,,,,3.10.0.0-1,3.10.0.0-1,
python-tzlocal.spec,,1.5.1-2,4.2-1,5.3.1-1,4.2-3,,4.2-2,4.2-2,4.2-4
python-tzlocal.spec,90,,,4.2-3.1.1,,,,,
python-tzlocal.spec,91,,,,,,,,4.2-3.1
python-ujson.spec,,5.4.0-1,5.4.0-2,5.4.0-5,5.4.0-3,,5.4.0-2,5.4.0-2,5.4.0-4
python-ujson.spec,90,,,5.4.0-3.2.1,,,,,
python-ujson.spec,91,,,,,,,,5.4.0-3.2
python-urllib3.spec,,1.25.11-4,1.26.19-4,1.26.19-8,1.26.19-2,,1.26.19-1,1.26.19-1,1.26.19-7
python-urllib3.spec,90,,,1.26.19-6.1.1,,,,,
python-urllib3.spec,91,,,,,,,,1.26.19-6.1
python-vcs-versioning.spec,,,,1.1.1-2,,,,,1.1.1-1
python-vcversioner.spec,,2.16.0.0-2,2.16.0.0-3,2.16.0.0-6,2.16.0.0-4,,2.16.0.0-3,2.16.0.0-3,2.16.0.0-5
python-vcversioner.spec,90,,,2.16.0.0-4.1.1,,,,,
python-vcversioner.spec,91,,,,,,,,2.16.0.0-4.1
python-versioneer.spec,,,,0.29-2,,,,,0.29-1
python-versioningit.spec,,,,3.1.0-3,3.1.0-1,,,,3.1.0-2
python-versioningit.spec,90,,,3.1.0-1.1.1,,,,,
python-versioningit.spec,91,,,,,,,,3.1.0-1.1
python-virtualenv.spec,,16.0.0-3,20.1.0-4,20.16.3-8,20.16.3-6,,20.16.3-3,20.16.3-3,20.16.3-7
python-virtualenv.spec,90,,,20.16.3-6.1.1,,,,,
python-virtualenv.spec,91,,,,,,,,20.16.3-6.1
python-wcwidth.spec,,0.1.7-2,0.2.5-2,0.2.5-5,0.2.5-3,,0.2.5-2,0.2.5-2,0.2.5-4
python-wcwidth.spec,90,,,0.2.5-3.1.1,,,,,
python-wcwidth.spec,91,,,,,,,,0.2.5-3.1
python-webob.spec,,1.8.2-1,1.8.6-3,1.8.9-2,1.8.7-4,,1.8.7-1,1.8.7-1,1.8.9-1
python-webob.spec,90,,,1.8.7-4.1.1,,,,,
python-webob.spec,91,,,,,,,,1.8.7-4.1
python-websocket-client.spec,,0.53.0-2,0.57.0-3,1.4.1-4,1.4.1-2,,1.4.1-2,1.4.1-2,1.4.1-3
python-websocket-client.spec,90,,,1.4.1-2.1.1,,,,,
python-websocket-client.spec,91,,,,,,,,1.4.1-2.1
python-werkzeug.spec,,0.14.1-3,2.2.2-2,,2.2.2-4,,2.2.2-2,2.2.2-2,
python-werkzeug.spec,90,,,2.2.2-4.1.1,,,,,
python-werkzeug.spec,91,,,,,,,,2.2.2-4.1
python-wheel.spec,,,0.37.1-3,,0.37.1-3,,0.37.1-2,0.37.1-2,
python-wheel.spec,90,,,0.37.1-4.1.1,,,,,
python-wheel.spec,91,,,,,,,,0.37.1-4.1
python-wrapt.spec,,,1.14.1-1,1.14.1-4,1.14.1-2,,1.14.1-1,1.14.1-1,1.14.1-3
python-wrapt.spec,90,,,1.14.1-2.1.1,,,,,
python-wrapt.spec,91,,,,,,,,1.14.1-2.1
python-xmltodict.spec,,,0.13.0-1,0.13.0-4,0.13.0-2,,0.13.0-1,0.13.0-1,0.13.0-3
python-xmltodict.spec,90,,,0.13.0-2.1.1,,,,,
python-xmltodict.spec,91,,,,,,,,0.13.0-2.1
python-yamlloader.spec,,,1.1.0-2,1.1.0-5,1.1.0-3,,1.1.0-2,1.1.0-2,1.1.0-4
python-yamlloader.spec,90,,,1.1.0-3.1.1,,,,,
python-yamlloader.spec,91,,,,,,,,1.1.0-3.1
python-zipp.spec,,,,3.19.1-4,3.19.1-2,,3.19.1-1,3.19.1-1,3.19.1-3
python-zipp.spec,90,,,3.19.1-2.1.1,,,,,
python-zipp.spec,91,,,,,,,,3.19.1-2.1
python-zmq.spec,,23.2.0-1,23.2.0-1,23.2.1-6,23.2.1-3,,23.2.1-2,23.2.1-2,23.2.1-5
python-zmq.spec,90,,,23.2.1-3.1.1,,,,,
python-zmq.spec,91,,,,,,,,23.2.1-3.1
python-zope.event.spec,,,4.5.0-3,4.5.0-5,4.5.0-3,,4.5.0-2,4.5.0-2,4.5.0-4
python-zope.event.spec,90,,,4.5.0-3.1.1,,,,,
python-zope.event.spec,91,,,,,,,,4.5.0-3.1
python-zope.interface.spec,,5.1.0-1,5.2.0-2,8.2-2,5.4.0-3,,5.4.0-2,5.4.0-2,8.2-1
python-zope.interface.spec,90,,,5.4.0-3.1.1,,,,,
python-zope.interface.spec,91,,,,,,,,5.4.0-3.1
python2.spec,,2.7.17-7,,,,,,,
python3-distro.spec,,1.5.0-1,,,,,,,
python3-gcovr.spec,,,4.2-6,5.2-6,5.2-4,,,,5.2-5
python3-gcovr.spec,90,,,5.2-4.1.1,,,,,
python3-gcovr.spec,91,,,,,,,,5.2-4.1
python3-hatchling.spec,,,,1.29.0-2,,,,,1.29.0-1
python3-iniconfig.spec,,,,2.3.0-2,,,,,2.3.0-1
python3-iniparse.spec,,,,0.5.1-2,,,,,0.5.1-1
python3-legacy-cgi.spec,,,,2.6.4-2,,,,,2.6.4-1
python3-markupsafe.spec,,,,3.0.3-2,,,,,3.0.3-1
python3-msal.spec,,,,1.36.0-2,,,,,1.36.0-1
python3-passlib.spec,,,,1.9.3-1,,,,,
python3-pip.spec,,21.2.4-1,23.3.2-6,26.1.1-1,24.3.1-4,,23.3.2-1,23.3.2-1,25.3-1
python3-pip.spec,90,,,24.3.1-5.3.1,,,,,
python3-pip.spec,91,,,,,,,,24.3.1-5.3
python3-pyelftools.spec,,,,,,,0.29-1,0.29-1,
python3-Pygments.spec,,,,2.19.2-2,,,,,2.19.2-1
python3-pyroute2.spec,,0.5.17-1,0.5.17-2,0.7.3-4,0.7.3-2,,0.7.3-1,0.7.3-1,0.7.3-3
python3-pyroute2.spec,90,,,0.7.3-2.1.1,,,,,
python3-pyroute2.spec,91,,,,,,,,0.7.3-2.1
python3-roman-numerals.spec,,,,4.1.0-2,,,,,4.1.0-1
python3-setuptools.spec,,57.4.0-2,65.5.1-7,80.9.0-4,69.0.3-8,,69.0.3-2,69.0.3-2,80.9.0-3
python3-setuptools.spec,90,,,69.0.3-8.1.1,,,,,
python3-setuptools.spec,91,,,,,,,,69.0.3-8.1
python3-trove-classifiers.spec,,,,2026.1.14.14-2,,,,,2026.1.14.14-1
python3-werkzeug.spec,,,,3.1.7-2,,,,,3.1.7-1
python3-wheel.spec,,,,0.46.3-2,,,,,0.46.3-1
python3.spec,,3.7.5-34,3.10.20-1,3.14.5-1,3.11.13-3,,3.11.7-5,3.11.7-5,3.14.1-4
python3.spec,90,,,3.11.15-1.1.1,,,,,
python3.spec,91,,,,,,,,3.11.15-1.1
PyYAML.spec,,5.4.1-2,,,,,,,
qemu-img.spec,,4.2.1-3,5.1.0-3,,7.2.0-4,,7.2.0-1,7.2.0-1,
qemu.spec,,,,10.2.2-2,,,,,10.2.2-1
qemu.spec,90,,,7.2.0-7.1.1,,,,,
qemu.spec,91,,,,,,,,7.2.0-7.1
rabbitmq-server.spec,,3.12.4-2,4.1.4-2,4.1.4-5,4.1.4-1,,,,4.1.4-4
rabbitmq-server.spec,90,,,4.1.4-1.1.1,,,,,
rabbitmq-server.spec,91,,,,,,,,4.1.4-1.1
rabbitmq.spec,,,,,,,3.13.3-1,3.13.3-1,
ragel.spec,,,7.0.4-1,7.0.4-2,7.0.4-2,,7.0.4-1,7.0.4-1,7.0.4-2
rapidjson.spec,,1.1.0-4,1.1.0-5,1.1.0-7,1.1.0-7,,1.1.0-7,1.1.0-7,1.1.0-7
raspberrypi-firmware.spec,,,1.2020.09.02-3,1.20230106-2,1.20230106-2,,1.20230106-2,1.20230106-2,1.20230106-2
rdma-core.spec,,26.0-2,31.0-2,60.1-2,42.0-5,,42.0-2,42.0-2,60.1-1
rdma-core.spec,90,,,42.0-5.1.1,,,,,
rdma-core.spec,91,,,,,,,,42.0-5.1
re2.spec,,,20220601-1,20220601-2,20220601-2,,20220601-1,20220601-1,20220601-2
readline.spec,,7.0-2,7.0-3,8.2-8,8.2-8,,8.2-2,8.2-2,8.2-8
redis.spec,,6.2.16-1,7.2.11-1,,7.2.11-1,,7.2.6-1,7.2.6-1,
redis.spec,90,,,7.2.11-1.1.1,,,,,7.2.11-1.1.1
repmgr.spec,,5.2.1-4,,,,,,,
repmgr10.spec,,,5.3.0-6,,,,,,
repmgr13.spec,,,5.3.0-6,,5.5.0-1,,5.3.3-2,5.3.3-2,5.5.0-1
repmgr13.spec,90,,,5.5.0-1.0.1,,,,,
repmgr14.spec,,,5.3.0-6,,5.5.0-1,,5.3.3-2,5.3.3-2,5.5.0-1
repmgr14.spec,90,,,5.5.0-1.0.1,,,,,
repmgr15.spec,,,5.3.3-2,5.5.0-2,5.5.0-1,,5.3.3-4,5.3.3-4,5.5.0-1
repmgr15.spec,90,,,5.5.0-1.0.1,,,,,
repmgr16.spec,,,,5.5.0-1,5.5.0-1,,5.3.3-1,5.3.3-1,5.5.0-1
repmgr17.spec,,,,5.5.0-1,5.5.0-1,,,,5.5.0-1
repmgr18.spec,,,,5.5.0-2,,,,,5.5.0-1
rng-tools.spec,,5-2,5-3,,5-4,,5-3,5-3,
rng-tools.spec,90,,,5-4.1,,,,,5-4.1
rootlesskit.spec,,1.0.1-13,1.0.1-17,1.1.0-17,1.1.0-15,,1.1.0-8,1.1.0-8,1.1.0-16
rootlesskit.spec,90,,,1.1.0-16.0.1,,,,,
rpcbind.spec,,1.2.5-1,1.2.5-2,1.2.6-6,1.2.6-6,,1.2.6-4,1.2.6-4,1.2.6-6
rpcsvc-proto.spec,,1.4.2-1,1.4.2-1,1.4.4-1,1.4.3-2,,1.4.3-1,1.4.3-1,1.4.3-2
rpm-ostree.spec,,2019.3-10,2021.10-7,,2025.8-2,,2023.10-7,2023.10-7,
rpm-ostree.spec,90,,,2025.8-3.2.1,,,,,2025.8-3.2.1
rpm-sequoia.spec,,,,1.10.0-1,,,,,1.10.0-1
rpm.spec,,4.14.3-10,4.16.1.3-22,6.0.1-4,4.18.2-6,,4.19.1.1-4,4.19.1.1-4,6.0.1-4
rpm.spec,90,,,4.18.2-8.2.1,,,,,
rpm.spec,91,,,4.18.2-8.3,,,,,4.18.2-8.2
rpmdevtools.spec,,,,9.6-2,9.6-1,,9.6-3,9.6-3,9.6-2
rpmdevtools.spec,90,,,9.6-1.1.1,,,,,
rpmdevtools.spec,91,,,9.6-1.2,,,,,9.6-1.1
rrdtool.spec,,1.7.0-2,1.8.0-3,1.10.2-1,1.8.0-7,,1.8.0-7,1.8.0-7,1.8.0-9
rrdtool.spec,90,,,1.8.0-9.1,,,,,
rsync.spec,,3.4.1-1,3.4.1-2,3.4.1-3,3.4.1-2,,3.2.7-3,3.2.7-3,3.4.1-2
rsyslog.spec,,8.2306.0-1,8.2306.0-5,8.2602.0-4,8.2504.0-2,,8.2306.0-3,8.2306.0-3,8.2602.0-2
rsyslog.spec,90,,,8.2504.0-2.1.1,,,,,
rsyslog.spec,91,,,,,,,,8.2504.0-2.1
rt-tests.spec,,2.3-1,2.4-1,,2.4-3,,2.4-2,2.4-2,
rt-tests.spec,90,,,2.4-3.1.1,,,,,
rt-tests.spec,91,,,,,,,,2.4-3.1
ruby.spec,,2.5.8-9,2.7.4-20,4.0.1-2,3.4.7-2,,3.3.0-5,3.3.0-5,4.0.1-1
ruby.spec,90,,,3.4.7-3.1.1,,,,,
ruby.spec,91,,,,,,,,3.4.7-3.1
rubygem-activesupport.spec,,6.1.4.4-1,7.1.3.4-2,8.1.3-2,7.0.8.7-1,,7.1.3.2-2,7.1.3.2-2,8.1.3-1
rubygem-activesupport.spec,90,,,7.0.8.7-2.1.1,,,,,
rubygem-activesupport.spec,91,,,,,,,,7.0.8.7-2.1
rubygem-addressable.spec,,2.6.0-1,2.7.0-3,2.8.8-3,2.8.7-1,,2.8.6-2,2.8.6-2,2.8.8-2
rubygem-addressable.spec,90,,,2.8.7-1.2.1,,,,,
rubygem-addressable.spec,91,,,,,,,,2.8.7-1.2
rubygem-async-http.spec,,0.48.2-1,0.60.2-1,0.94.0-2,0.89.0-1,,0.63.0-2,0.63.0-2,0.94.0-1
rubygem-async-http.spec,90,,,0.89.0-1.1.1,,,,,
rubygem-async-http.spec,91,,,,,,,,0.89.0-1.1
rubygem-async-io.spec,,1.25.0-1,1.30.1-2,1.34.0-9,1.34.0-7,,1.41.0-2,1.41.0-2,1.34.0-8
rubygem-async-io.spec,90,,,1.34.0-7.1.1,,,,,
rubygem-async-io.spec,91,,,,,,,,1.34.0-7.1
rubygem-async-pool.spec,,,0.2.0-1,0.11.1-2,0.10.3-1,,0.4.0-3,0.4.0-3,0.11.1-1
rubygem-async-pool.spec,90,,,0.10.3-1.1.1,,,,,
rubygem-async-pool.spec,91,,,,,,,,0.10.3-1.1
rubygem-async.spec,,1.20.1-1,1.26.2-2,2.35.3-2,2.24.0-1,,2.8.2-2,2.8.2-2,2.35.3-1
rubygem-async.spec,90,,,2.24.0-1.1.1,,,,,
rubygem-async.spec,91,,,,,,,,2.24.0-1.1
rubygem-aws-eventstream.spec,,1.0.1-1,1.3.2-1,1.4.0-2,1.3.2-1,,1.3.0-2,1.3.0-2,1.4.0-1
rubygem-aws-eventstream.spec,90,,,1.3.2-1.1.1,,,,,
rubygem-aws-eventstream.spec,91,,,,,,,,1.3.2-1.1
rubygem-aws-partitions.spec,,1.104.0-1,1.1098.0-1,1.1206.0-2,1.1098.0-1,,1.894.0-2,1.894.0-2,1.1206.0-1
rubygem-aws-partitions.spec,90,,,1.1098.0-1.1.1,,,,,
rubygem-aws-partitions.spec,91,,,,,,,,1.1098.0-1.1
rubygem-aws-sdk-core.spec,,3.27.0-1,3.241.0-1,3.241.4-2,3.223.0-1,,3.191.3-2,3.191.3-2,3.241.4-1
rubygem-aws-sdk-core.spec,90,,,3.241.0-1.1.1,,,,,
rubygem-aws-sdk-core.spec,91,,,,,,,,3.241.0-1.1
rubygem-aws-sdk-kms.spec,,1.9.0-1,1.39.0-2,1.121.0-2,1.100.0-1,,1.77.0-2,1.77.0-2,1.121.0-1
rubygem-aws-sdk-kms.spec,90,,,1.100.0-2.1.1,,,,,
rubygem-aws-sdk-kms.spec,91,,,,,,,,1.100.0-2.1
rubygem-aws-sdk-s3.spec,,1.19.0-1,1.209.0-1,1.212.0-2,1.185.0-1,,1.143.0-2,1.143.0-2,1.212.0-1
rubygem-aws-sdk-s3.spec,90,,,1.209.0-1.1.1,,,,,
rubygem-aws-sdk-s3.spec,91,,,,,,,,1.209.0-1.1
rubygem-aws-sdk-sqs.spec,,1.6.0-1,1.34.0-2,1.110.0-2,1.94.0-1,,1.70.0-2,1.70.0-2,1.110.0-1
rubygem-aws-sdk-sqs.spec,90,,,1.94.0-2.1.1,,,,,
rubygem-aws-sdk-sqs.spec,91,,,,,,,,1.94.0-2.1
rubygem-aws-sigv4.spec,,1.0.3-1,1.11.0-1,1.12.1-2,1.11.0-1,,1.8.0-2,1.8.0-2,1.12.1-1
rubygem-aws-sigv4.spec,90,,,1.11.0-1.1.1,,,,,
rubygem-aws-sigv4.spec,91,,,,,,,,1.11.0-1.1
rubygem-backports.spec,,3.11.4-2,3.18.2-3,3.25.3-2,3.25.1-1,,3.24.1-2,3.24.1-2,3.25.3-1
rubygem-backports.spec,90,,,3.25.1-1.1.1,,,,,
rubygem-backports.spec,91,,,,,,,,3.25.1-1.1
rubygem-base64.spec,,,0.1.1-1,,,,,,
rubygem-builder.spec,,3.2.3-2,3.2.4-2,3.3.0-3,3.3.0-1,,3.2.4-4,3.2.4-4,3.3.0-2
rubygem-builder.spec,90,,,3.3.0-1.1.1,,,,,
rubygem-builder.spec,91,,,,,,,,3.3.0-1.1
rubygem-bundler.spec,,2.2.26-1,2.2.33-3,4.0.4-2,2.6.8-1,,2.5.6-3,2.5.6-3,4.0.4-1
rubygem-bundler.spec,90,,,2.6.8-1.1.1,,,,,
rubygem-bundler.spec,91,,,,,,,,2.6.8-1.1
rubygem-concurrent-ruby.spec,,1.0.5-1,1.1.7-1,1.3.6-2,1.3.4-1,,1.2.3-2,1.2.3-2,1.3.6-1
rubygem-concurrent-ruby.spec,90,,,1.3.4-1.1.1,,,,,
rubygem-concurrent-ruby.spec,91,,,,,,,,1.3.4-1.1
rubygem-connection_pool.spec,,2.2.2-1,2.2.5-1,3.0.2-3,,,2.4.1-2,2.4.1-2,3.0.2-2
rubygem-console.spec,,1.4.0-1,1.9.0-2,1.34.2-2,1.30.2-1,,1.23.4-2,1.23.4-2,1.34.2-1
rubygem-console.spec,90,,,1.30.2-1.1.1,,,,,
rubygem-console.spec,91,,,,,,,,1.30.2-1.1
rubygem-cool-io.spec,,1.5.3-1,1.7.0-3,1.9.1-2,1.9.0-1,,1.8.0-3,1.8.0-3,1.9.1-1
rubygem-cool-io.spec,90,,,1.9.0-1.1.1,,,,,
rubygem-cool-io.spec,91,,,,,,,,1.9.0-1.1
rubygem-declarative.spec,,,,0.0.20-4,0.0.20-2,,0.0.20-2,0.0.20-2,0.0.20-3
rubygem-declarative.spec,90,,,0.0.20-2.1.1,,,,,
rubygem-declarative.spec,91,,,,,,,,0.0.20-2.1
rubygem-dig_rb.spec,,1.0.1-1,1.0.1-2,1.0.1-7,1.0.1-5,,1.0.1-4,1.0.1-4,1.0.1-6
rubygem-dig_rb.spec,90,,,1.0.1-5.1.1,,,,,
rubygem-dig_rb.spec,91,,,,,,,,1.0.1-5.1
rubygem-digest-crc.spec,,,,0.7.0-4,0.7.0-2,,0.7.0-2,0.7.0-2,0.7.0-3
rubygem-digest-crc.spec,90,,,0.7.0-2.1.1,,,,,
rubygem-digest-crc.spec,91,,,,,,,,0.7.0-2.1
rubygem-domain_name.spec,,0.5.20190701-1,0.5.20190701-2,0.6.20240107-3,0.6.20240107-1,,0.6.20240107-2,0.6.20240107-2,0.6.20240107-2
rubygem-domain_name.spec,90,,,0.6.20240107-1.1.1,,,,,
rubygem-domain_name.spec,91,,,,,,,,0.6.20240107-1.1
rubygem-drb.spec,,,2.2.0-1,,,,,,
rubygem-faraday-follow_redirects.spec,,,,0.5.0-2,,,,,0.5.0-1
rubygem-faraday-net_http.spec,,,,3.4.2-2,3.4.0-2,,3.4.0-2,3.4.0-2,3.4.2-1
rubygem-faraday-net_http.spec,90,,,3.4.0-2.1.1,,,,,
rubygem-faraday-net_http.spec,91,,,,,,,,3.4.0-2.1
rubygem-faraday.spec,,,,2.14.1-3,2.12.2-2,,2.12.2-2,2.12.2-2,2.14.1-2
rubygem-faraday.spec,90,,,2.14.1-1.1.1,,,,,
rubygem-faraday.spec,91,,,,,,,,2.14.1-1.1
rubygem-ffi-compiler.spec,,,1.0.1-1,1.3.2-3,1.3.2-1,,1.0.1-3,1.0.1-3,1.3.2-2
rubygem-ffi-compiler.spec,90,,,1.3.2-1.1.1,,,,,
rubygem-ffi-compiler.spec,91,,,,,,,,1.3.2-1.1
rubygem-ffi.spec,,1.9.25-4,1.13.1-4,1.17.3-2,1.17.2-1,,1.16.3-3,1.16.3-3,1.17.3-1
rubygem-ffi.spec,90,,,1.17.2-1.1.1,,,,,
rubygem-ffi.spec,91,,,,,,,,1.17.2-1.1
rubygem-fiber-annotation.spec,,,,0.2.0-3,0.2.0-1,,0.2.0-2,0.2.0-2,0.2.0-2
rubygem-fiber-annotation.spec,90,,,0.2.0-1.1.1,,,,,
rubygem-fiber-annotation.spec,91,,,,,,,,0.2.0-1.1
